context,question,answer
"CREATE TABLE table_14945881_1 (week INTEGER, date VARCHAR)","Name the least week for september 19, 1976","SELECT MIN(week) FROM table_14945881_1 WHERE date = ""September 19, 1976"""
"CREATE TABLE table_name_92 (builder VARCHAR, works_number VARCHAR)",Who was the Builder for the locomotive that has a works number of 323?,"SELECT builder FROM table_name_92 WHERE works_number = ""323"""
"CREATE TABLE table_name_43 (date VARCHAR, venue VARCHAR, score VARCHAR)",What is the date of the game at the Pro Player Stadium that had a score of 4-1?,"SELECT date FROM table_name_43 WHERE venue = ""pro player stadium"" AND score = ""4-1"""
"CREATE TABLE table_24538587_11 (i_o_bus VARCHAR, brand_name__list_ VARCHAR, socket VARCHAR, codename__main_article_ VARCHAR)","What i/o buses are associated with the LGA 1155 socket, a code name of Sandy Bridge (desktop) and a brand name of Core i3-21xx?","SELECT i_o_bus FROM table_24538587_11 WHERE socket = ""LGA 1155"" AND codename__main_article_ = ""Sandy Bridge (Desktop)"" AND brand_name__list_ = ""Core i3-21xx"""
"CREATE TABLE table_name_49 (goals VARCHAR, goal_ratio VARCHAR, games VARCHAR)",How many goals have a goal ration less than 0.8 with 56 games?,SELECT COUNT(goals) FROM table_name_49 WHERE goal_ratio < 0.8 AND games = 56
"CREATE TABLE table_name_95 (result VARCHAR, score VARCHAR)",What was the result of the competition that had a score of 4-0?,"SELECT result FROM table_name_95 WHERE score = ""4-0"""
"CREATE TABLE Student_Course_Enrolment (date_of_enrolment VARCHAR, course_id VARCHAR); CREATE TABLE Courses (course_id VARCHAR, course_name VARCHAR)","What is the date of enrollment of the course named ""Spanish""?","SELECT T2.date_of_enrolment FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""Spanish"""
"CREATE TABLE table_18963843_1 (_percentage_asian_american VARCHAR, indian_american_population__2010_ VARCHAR)",Name the % asian american for 23526,SELECT _percentage_asian_american FROM table_18963843_1 WHERE indian_american_population__2010_ = 23526
"CREATE TABLE table_26609690_1 (team_s_ VARCHAR, winnings VARCHAR)","Which team had $15,785 in winnings?","SELECT team_s_ FROM table_26609690_1 WHERE winnings = ""$15,785"""
"CREATE TABLE table_name_76 (average_ratings VARCHAR, japanese_title VARCHAR, tv_station VARCHAR, episodes VARCHAR)",What's the ratings of TBS of Episode 10 and had a Japanese title of Scandal?,"SELECT average_ratings FROM table_name_76 WHERE tv_station = ""tbs"" AND episodes = ""10"" AND japanese_title = ""scandal"""
"CREATE TABLE table_10650711_1 (pick__number INTEGER, player VARCHAR)",what is the maximum pick # where player is anthony blaylock,"SELECT MAX(pick__number) FROM table_10650711_1 WHERE player = ""Anthony Blaylock"""
"CREATE TABLE table_name_32 (_ppp__ VARCHAR, d__billions_of_us$_ VARCHAR, expenditures_on_r INTEGER, country_region VARCHAR, year VARCHAR)",What is the average expenditures on R&D for Croatia after 2007?,"SELECT AVG(expenditures_on_r) & d__billions_of_us$_, _ppp__ FROM table_name_32 WHERE country_region = ""croatia"" AND year > 2007"
"CREATE TABLE table_15861776_1 (no_in_series VARCHAR, tv_broadcast VARCHAR)",What episode in the series is TV broadcast s03e20?,"SELECT no_in_series FROM table_15861776_1 WHERE tv_broadcast = ""S03E20"""
"CREATE TABLE table_name_69 (position VARCHAR, venue VARCHAR, time VARCHAR)",What position has a time less than 40.2 at the rome venue?,"SELECT position FROM table_name_69 WHERE venue = ""rome"" AND time < 40.2"
"CREATE TABLE table_name_15 (region VARCHAR, date VARCHAR)",Which Region has a Date of early september 1999?,"SELECT region FROM table_name_15 WHERE date = ""early september 1999"""
"CREATE TABLE table_name_10 (opponent VARCHAR, record VARCHAR)",What was the Opponent when the Cavaliers had a Record of 3-9?,"SELECT opponent FROM table_name_10 WHERE record = ""3-9"""
"CREATE TABLE table_name_32 (time VARCHAR, heat VARCHAR, name VARCHAR)",What was Liu Limin's time in heat 4?,"SELECT time FROM table_name_32 WHERE heat = 4 AND name = ""liu limin"""
"CREATE TABLE table_name_72 (driver VARCHAR, time_retired VARCHAR, laps VARCHAR, grid VARCHAR, points VARCHAR)","Which Driver has a Grid smaller than 17, and Points larger than 0, and a Lapse of 87, and a Time/Retired of 1:48:11.023?","SELECT driver FROM table_name_72 WHERE grid < 17 AND points > 0 AND laps = 87 AND time_retired = ""1:48:11.023"""
"CREATE TABLE table_name_4 (route_of_administration VARCHAR, status VARCHAR)",What is the route of administration that has several ongoing and complete?,"SELECT route_of_administration FROM table_name_4 WHERE status = ""several ongoing and complete"""
"CREATE TABLE table_name_53 (goals_for INTEGER, goal_difference VARCHAR, goals_against VARCHAR, club VARCHAR)","What is teh average amount of goals for club real avilés cf, which has more than 59 goals against and a -10 goal difference?","SELECT AVG(goals_for) FROM table_name_53 WHERE goals_against > 59 AND club = ""real avilés cf"" AND goal_difference > -10"
"CREATE TABLE table_26335424_86 (semifinals VARCHAR, round_of_16 VARCHAR)","If the round of 16 was  yulius fernando ( ina ) l pts 5-6, what was the semifinals?","SELECT semifinals FROM table_26335424_86 WHERE round_of_16 = ""Yulius Fernando ( INA ) L PTS 5-6"""
"CREATE TABLE table_26493520_3 (title VARCHAR, total_viewers_on_fx VARCHAR)","Name the title for total viewers on fx+ being 483,000","SELECT title FROM table_26493520_3 WHERE total_viewers_on_fx = ""483,000"""
"CREATE TABLE table_name_70 (date VARCHAR, region VARCHAR, catalog VARCHAR)",What's the Date for the Region of Europe and has the Catalog of 28765 22392 8?,"SELECT date FROM table_name_70 WHERE region = ""europe"" AND catalog = ""28765 22392 8"""
"CREATE TABLE table_name_48 (year VARCHAR, rank VARCHAR)",with rank of 31 what is the year?,"SELECT COUNT(year) FROM table_name_48 WHERE rank = ""31"""
"CREATE TABLE table_24225238_1 (supporting_actress VARCHAR, year VARCHAR)",Who was the supporting actress in 1943?,SELECT supporting_actress FROM table_24225238_1 WHERE year = 1943
"CREATE TABLE table_name_76 (year_made VARCHAR, wheel_arrangement VARCHAR, class VARCHAR)",What year was the wheel arrangement 0-6-0 and a class 302?,"SELECT year_made FROM table_name_76 WHERE wheel_arrangement = ""0-6-0"" AND class = ""302"""
"CREATE TABLE table_name_97 (score VARCHAR, save VARCHAR)",What is the score of the match with a save postponed rescheduled for June 24?,"SELECT score FROM table_name_97 WHERE save = ""postponed rescheduled for june 24"""
"CREATE TABLE table_name_22 (wins VARCHAR, events INTEGER)",How many wins did he have when he played under 2 events?,SELECT COUNT(wins) FROM table_name_22 WHERE events < 2
"CREATE TABLE table_14747043_1 (class_a VARCHAR, class_aAAAA VARCHAR, Weslaco VARCHAR, class_aAAA VARCHAR, Brownwood VARCHAR)",Which is the class A when Weslaco was the class AAAAA and brownwood was the class AAAA,SELECT class_a FROM table_14747043_1 WHERE class_aAAAA = Weslaco AND class_aAAA = Brownwood
"CREATE TABLE table_name_14 (name VARCHAR, laps VARCHAR, time_retired VARCHAR)",What team had less than 159 laps and a time or retired time of 4:00:30.7537 (retired - fire)?,"SELECT name FROM table_name_14 WHERE laps < 159 AND time_retired = ""4:00:30.7537 (retired - fire)"""
"CREATE TABLE table_name_5 (opponent VARCHAR, attendance VARCHAR)","What opponent has 76,202 attendance ?","SELECT opponent FROM table_name_5 WHERE attendance = ""76,202"""
"CREATE TABLE table_name_19 (type VARCHAR, lt_nos VARCHAR, bldr VARCHAR, year VARCHAR)","Bldr of mcw&f, and a Year smaller than 1927, and a LT Nos of 9820-9821 has what type?","SELECT type FROM table_name_19 WHERE bldr = ""mcw&f"" AND year < 1927 AND lt_nos = ""9820-9821"""
"CREATE TABLE table_27615520_1 (speed___iops__ VARCHAR, storage_medium VARCHAR)",What is the Input/output operations per second for the emlc flash?,"SELECT speed___iops__ FROM table_27615520_1 WHERE storage_medium = ""eMLC Flash"""
"CREATE TABLE table_name_36 (race VARCHAR, circuit VARCHAR, length VARCHAR)",Which race was on the Las Vegas Motor Speedway for 2 hours?,"SELECT race FROM table_name_36 WHERE circuit = ""las vegas motor speedway"" AND length = ""2 hours"""
"CREATE TABLE table_name_25 (nationality VARCHAR, player VARCHAR)",What is tom cassidy's nationality?,"SELECT nationality FROM table_name_25 WHERE player = ""tom cassidy"""
"CREATE TABLE table_name_6 (bronze VARCHAR, nation VARCHAR, total VARCHAR)","How many bronzes have a Nation of jamaica (jam), and a Total smaller than 7?","SELECT COUNT(bronze) FROM table_name_6 WHERE nation = ""jamaica (jam)"" AND total < 7"
"CREATE TABLE table_1213511_6 (position VARCHAR, player VARCHAR)",What position does Jim Johnston play?,"SELECT position FROM table_1213511_6 WHERE player = ""Jim Johnston"""
"CREATE TABLE table_name_37 (result VARCHAR, against VARCHAR, round VARCHAR, surface VARCHAR)",What is the result of the match in round 1r against tunisia and on a hard surface?,"SELECT result FROM table_name_37 WHERE round = ""1r"" AND surface = ""hard"" AND against = ""tunisia"""
"CREATE TABLE table_name_17 (round VARCHAR, record VARCHAR)",What round had a record of 4-1?,"SELECT round FROM table_name_17 WHERE record = ""4-1"""
"CREATE TABLE table_name_85 (host_city VARCHAR, president_in_office VARCHAR, year VARCHAR)",In which host city was Margaret Thatcher the President-in-Office in 1981?,"SELECT host_city FROM table_name_85 WHERE president_in_office = ""margaret thatcher"" AND year = 1981"
"CREATE TABLE table_21655290_1 (film_title_used_in_nomination VARCHAR, year__ceremony_ VARCHAR)",Which film title used in nomination has the year (ceremony) 1990 (63rd)?,"SELECT film_title_used_in_nomination FROM table_21655290_1 WHERE year__ceremony_ = ""1990 (63rd)"""
"CREATE TABLE table_name_88 (away_team VARCHAR, home_team VARCHAR)",When collingwood played as the home team who was the away team?,"SELECT away_team FROM table_name_88 WHERE home_team = ""collingwood"""
"CREATE TABLE table_name_79 (frequency VARCHAR, sspec_number VARCHAR)",What is the frequency of the processor with an sSpec number of sl3bn(kc0)sl3e9(kc0)?,"SELECT frequency FROM table_name_79 WHERE sspec_number = ""sl3bn(kc0)sl3e9(kc0)"""
"CREATE TABLE table_name_21 (entrants INTEGER, winner VARCHAR)",How many entrants did the events won by Frank Gary average?,"SELECT AVG(entrants) FROM table_name_21 WHERE winner = ""frank gary"""
"CREATE TABLE table_28035004_1 (variant VARCHAR, bodybuilder VARCHAR)",How many different variants are there for Northern Counties bodybuilder?,"SELECT COUNT(variant) FROM table_28035004_1 WHERE bodybuilder = ""Northern Counties"""
"CREATE TABLE table_name_26 (attendance VARCHAR, week VARCHAR)",What was the attendance on week 7?,SELECT attendance FROM table_name_26 WHERE week = 7
"CREATE TABLE table_name_68 (organized_by VARCHAR, church_name VARCHAR)",Who organized Alston Church?,"SELECT organized_by FROM table_name_68 WHERE church_name = ""alston church"""
"CREATE TABLE table_1341663_44 (incumbent VARCHAR, district VARCHAR)",What was the incumbent for texas 19?,"SELECT incumbent FROM table_1341663_44 WHERE district = ""Texas 19"""
"CREATE TABLE table_name_95 (attendance INTEGER, opponents VARCHAR)",How many people attended the match when Manchester United played against the Hearts?,"SELECT SUM(attendance) FROM table_name_95 WHERE opponents = ""hearts"""
"CREATE TABLE table_name_27 (sign_in_bicker VARCHAR, location VARCHAR)",What is the Sign-in/Bicker at wash50 on washington rd?,"SELECT sign_in_bicker FROM table_name_27 WHERE location = ""wash50 on washington rd"""
"CREATE TABLE table_name_38 (league VARCHAR, number VARCHAR, record VARCHAR)","What league has a number less than 122, and least wins as the record?","SELECT league FROM table_name_38 WHERE number < 122 AND record = ""least wins"""
"CREATE TABLE table_2761641_1 (rebounds_per_game VARCHAR, tournament VARCHAR)",How many rebounds per game did he have at the 2006 fiba world championship?,"SELECT rebounds_per_game FROM table_2761641_1 WHERE tournament = ""2006 FIBA World Championship"""
"CREATE TABLE table_name_57 (record VARCHAR, opponent VARCHAR, november VARCHAR, game VARCHAR, decision VARCHAR)","What is the Record for a game smaller than 24, Lundqvist was the decision, November less than 8, and opponent Was New York Islanders?","SELECT record FROM table_name_57 WHERE game < 24 AND decision = ""lundqvist"" AND november < 8 AND opponent = ""new york islanders"""
"CREATE TABLE table_name_72 (winner VARCHAR, points_classification VARCHAR, stage VARCHAR)",Which winner has a points classification of Tony Rominger at stage 17?,"SELECT winner FROM table_name_72 WHERE points_classification = ""tony rominger"" AND stage = ""17"""
"CREATE TABLE table_name_9 (country VARCHAR, year_s__won VARCHAR)",From which country was the player whose year(s) won was 1983?,"SELECT country FROM table_name_9 WHERE year_s__won = ""1983"""
"CREATE TABLE table_name_33 (season VARCHAR, runs VARCHAR)",In what season was 577 runs scored?,"SELECT season FROM table_name_33 WHERE runs = ""577"""
"CREATE TABLE table_name_7 (position VARCHAR, number VARCHAR)",Which position is number 16?,SELECT position FROM table_name_7 WHERE number = 16
"CREATE TABLE table_11318462_5 (open_1st_viii VARCHAR, u15_6th_iv VARCHAR)",what are all the open 1st viii with u15 6th iv being bgs,"SELECT open_1st_viii FROM table_11318462_5 WHERE u15_6th_iv = ""BGS"""
"CREATE TABLE table_name_1 (engine VARCHAR, entrant VARCHAR, points VARCHAR)","What engine has the Mercedes AMG Petronas f1 team, and 93 points?","SELECT engine FROM table_name_1 WHERE entrant = ""mercedes amg petronas f1 team"" AND points = ""93"""
"CREATE TABLE table_name_51 (role VARCHAR, registration VARCHAR)",What is the role of the aircraft that has a registration of s5-hpb?,"SELECT role FROM table_name_51 WHERE registration = ""s5-hpb"""
"CREATE TABLE weather (zip_code VARCHAR, mean_visibility_miles INTEGER)",Find the zip code in which the average mean visibility is lower than 10.,SELECT zip_code FROM weather GROUP BY zip_code HAVING AVG(mean_visibility_miles) < 10
"CREATE TABLE table_14342592_5 (touchdowns VARCHAR, points VARCHAR)",When the total points are 22 how many total touchdowns have been made?,SELECT touchdowns FROM table_14342592_5 WHERE points = 22
"CREATE TABLE table_name_23 (bangladeshis_admitted INTEGER, nepalis_admitted VARCHAR, pakistanis_admitted VARCHAR)","How many Bangladeshis were admitted when 714 Nepalis and 13,575 Pakistanis were admitted?",SELECT AVG(bangladeshis_admitted) FROM table_name_23 WHERE nepalis_admitted = 714 AND pakistanis_admitted > 13 OFFSET 575
"CREATE TABLE table_23050383_1 (kei VARCHAR, economic_incentive_regime VARCHAR)",How many KEI catagories are listed when the economic incentive regime is 2.56? ,"SELECT COUNT(kei) FROM table_23050383_1 WHERE economic_incentive_regime = ""2.56"""
"CREATE TABLE table_18143210_2 (first_season_of_current_spell_in_top_division VARCHAR, first_season_in_top_division VARCHAR)",When was the 'first season of current spell in top division' if the first season in top division is in 1964-65?,"SELECT first_season_of_current_spell_in_top_division FROM table_18143210_2 WHERE first_season_in_top_division = ""1964-65"""
"CREATE TABLE table_name_77 (visiting_team VARCHAR, final_score VARCHAR)",Which visiting team wound up with a final score of 18-40?,"SELECT visiting_team FROM table_name_77 WHERE final_score = ""18-40"""
"CREATE TABLE table_name_47 (races VARCHAR, points VARCHAR)",How many races did he do in the year he had 8 points?,"SELECT races FROM table_name_47 WHERE points = ""8"""
